username,tweet_id,tweet_text,discussion_link,iso_8601_timestamp,datetime_timestamp,images,video_preview
nutmeghash,1723718139475611992,"The boys at @PHUXGiven have been doing numbers for +2 months since launch, $300M Volume strong to be exact. Onward to $1B. 
#defi #crypto #phux #balancer",https://twitter.com/nutmeghash/status/1723718139475611992,2023-11-12T15:03:24.000Z,2023-11-12 15:03:24,"['https://pbs.twimg.com/media/F-vggtQWAAAXXEn?format=jpg&name=small', 'https://pbs.twimg.com/media/F-vggtRWoAAzhw6?format=jpg&name=small']",[]
crobinhood10,1723381352404283563,"Current prices with the defi interest i'd be receiving $23,400 worth of $cro a year (147,000) 
#cro #crofam #cronos #cryptocom #FFTB #Crobinhood  @cryptocom",https://twitter.com/crobinhood10/status/1723381352404283563,2023-11-11T16:45:07.000Z,2023-11-11 16:45:07,['https://pbs.twimg.com/media/F-quNRtXMAAWdR7?format=jpg&name=small'],[]
SoaringB_Rad,1723725050744885488,@anndylian you have to take a look @PawChain.  Over a dozen utilities and a built from the ground up L2 launching at EOY!  It’s going to be a one stop shop for all your #defi needs.  The scope of the project is enormous and it’s a #1000xgem!  Check it out! $PAW…,https://twitter.com/SoaringB_Rad/status/1723725050744885488,2023-11-12T15:30:52.000Z,2023-11-12 15:30:52,['https://pbs.twimg.com/media/F-vmzB1WcAA64xd?format=jpg&name=small'],[]
centaurus_token,1723756917179519450," Expanding Horizons with Centaurus Protocol! Our journey starts on the @BNBCHAIN , but that's just the beginning. We're extending our reach to @ethereum , @Polygon  and @trondao , weaving a fabric of seamless connectivity in the #DeFi universe.

 With upcoming…",https://twitter.com/centaurus_token/status/1723756917179519450,2023-11-12T17:37:29.000Z,2023-11-12 17:37:29,['https://pbs.twimg.com/media/F-wBrNmbEAAgyjQ?format=jpg&name=small'],[]
j9729j,1723473972384207062,"$PEPE is dead! Grab $TAMA! Just 2billion supply! Real #deflationary #Memecoin 
@Tamadogecoin #P2E #Nft
#Tamadoge #Tamadogearmy #bullish #Eth #cryptonews #TAMA #BTC #investor #HODL #Dogecoin #Altcoin #Gem #Staking #Gamers #Defi #ToTheMoon #CryptoTrading #Blockchain #GameFi",https://twitter.com/j9729j/status/1723473972384207062,2023-11-11T22:53:10.000Z,2023-11-11 22:53:10,"['https://pbs.twimg.com/media/F-sCcNuXUAAA4FE?format=jpg&name=small', 'https://pbs.twimg.com/media/F-sCcN1WEAAZLFP?format=jpg&name=small']",[]
NPolniuk19,1723696093915984253,"@Injective_ is now officially integrated with the @binance Web3 Wallet. This collaboration allows you to interact effortlessly with native $INJ and explore the broader Injective ecosystem through the user-friendly Binance wallet.
$INJ #DeFi #Web3Gaming",https://twitter.com/NPolniuk19/status/1723696093915984253,2023-11-12T13:35:48.000Z,2023-11-12 13:35:48,['https://pbs.twimg.com/media/F-vMTNcWMAA38QB?format=jpg&name=small'],[]
JaromirTesar,1723797690721485125,"TVL metric is not suitable for Cardano. 

#Cardano can send multiple assets to multiple recipients. DeFi services take advantage of this feature.

You can often see a few dozen transactions in a block, but hundreds of recipients could be served.",https://twitter.com/JaromirTesar/status/1723797690721485125,2023-11-12T20:19:30.000Z,2023-11-12 20:19:30,"['https://pbs.twimg.com/media/F-wnrUtWIAA4DFC?format=jpg&name=900x900', 'https://pbs.twimg.com/media/F-wol5EWgAAkYHz?format=jpg&name=large']",[]
CryptoVadisi,1723711194027167792,"Dont be late Embarking on the #DeFi journey with #Linea DeFi #Voyage is now live via #IntractCampaign!

Q: If blockchain A could talk to blockchain B through a bridge, what would it say?
A: Hey, Nice To Finally Connect With You!

Join: https://intract.io/linea?referralCode=P9FAx-&referralSource=REFERRAL_PAGE&referralLink=https%3A%2F%2Fwww.intract.io%2Freferral…
#Airdrop $RATIO",https://twitter.com/CryptoVadisi/status/1723711194027167792,2023-11-12T14:35:48.000Z,2023-11-12 14:35:48,['https://pbs.twimg.com/media/F-vZ-rFXgAA0QTg?format=jpg&name=small'],[]
jJosjuaThreatt,1723837411837215135,"#Ergo is extremely undervalued, the unique defi primitives will drive sustained growth",https://twitter.com/jJosjuaThreatt/status/1723837411837215135,2023-11-12T22:57:20.000Z,2023-11-12 22:57:20,['https://pbs.twimg.com/media/F-vbDuzXIAAgiRw?format=jpg&name=small'],[]
DWB124,1723497460364910751,"71,133 wallet downloads and growing 
#Telcoin app is #DeFi in the palm of your  .#Send, #Store, #Trade whenever you want right from your 
$TEL $DFX $MATIC $QUICK $BAL $WETH #Stablecoins #Decentralized",https://twitter.com/DWB124/status/1723497460364910751,2023-11-12T00:26:30.000Z,2023-11-12 00:26:30,['https://pbs.twimg.com/media/F-sXzhfWYAAOSRV?format=jpg&name=small'],[]
gabscrypto,1723713999814996321,"Ergonauts, what are the most undervalued tokens on Ergo DeFi right now?

Tell me so I can help make them no longer undervalued ;)",https://twitter.com/gabscrypto/status/1723713999814996321,2023-11-12T14:46:57.000Z,2023-11-12 14:46:57,[],[]
cryptojack,1723657119193288733,Excited about any new #DeFi projects launching soon? ,https://twitter.com/cryptojack/status/1723657119193288733,2023-11-12T11:00:55.000Z,2023-11-12 11:00:55,[],[]
ifuru___,1723565986857504917,"Happy to announce to you that @Injective_ has new set of projects/protocols building in its ecosystem 

@Gryphon_fi - A Defi LSD protocol 
@aeroscraper - A decentralized lending /borrowing platform 

@NexBitNetwork - A groundbreaking Bet fi protocol 

Another milestone #Inj",https://twitter.com/ifuru___/status/1723565986857504917,2023-11-12T04:58:48.000Z,2023-11-12 04:58:48,['https://pbs.twimg.com/media/F-tWH6OWwAALdUZ?format=jpg&name=small'],[]
Mr__Gold_,1723836058977124492,#SHIDO  DEFI is the ultimate goal,https://twitter.com/Mr__Gold_/status/1723836058977124492,2023-11-12T22:51:58.000Z,2023-11-12 22:51:58,[],[]
onderyazici_en,1723484050545840460,"#Linea Voyage DeFi daily answer
Hey, Nice To Finally Connect With You!",https://twitter.com/onderyazici_en/status/1723484050545840460,2023-11-11T23:33:13.000Z,2023-11-11 23:33:13,['https://pbs.twimg.com/media/F-sLnE4WcAAiHfm?format=jpg&name=small'],[]
Rob_Daykin,1723421080289976667,"Wow amazing progress continuing to be made on #Shimmer EVM smashing through $5m TVL.

#Defi #IOTA",https://twitter.com/Rob_Daykin/status/1723421080289976667,2023-11-11T19:22:59.000Z,2023-11-11 19:22:59,['https://pbs.twimg.com/media/F-rSVHAbIAA-vDi?format=jpg&name=medium'],[]
monzaNFT,1723777619588517969," Giveaway Alert 
 We just hit 3.7k followers, y’all are absolute legends

To celebrate I’m giving away 3,700 $NEKO AND 3.7 $NEAR EACH to 3 winners 

How to enter:
- Like & RT
- Follow @NEARProtocol, @monzaNFT & @goodfortuneNFT
- Tag 2 friends

#NEAR #NEARisNOW $NEKO",https://twitter.com/monzaNFT/status/1723777619588517969,2023-11-12T18:59:45.000Z,2023-11-12 18:59:45,['https://pbs.twimg.com/media/F-wWm7ZXYAAuC1r?format=jpg&name=small'],[]
LeonidasNFT,1723796000869953905,"Hal Finney predicted on-chain digital collectibles 30 years ago.

He would have loved Ordinals.",https://twitter.com/LeonidasNFT/status/1723796000869953905,2023-11-12T20:12:47.000Z,2023-11-12 20:12:47,['https://pbs.twimg.com/media/F-wmTPQXwAARKEk?format=jpg&name=small'],[]
NFTDigiart,1723766198678995257,"Well you go up to 0.12 this quick, your going to get sell offs from the mini profit takers & paperhands ... I recon we will bounce of the trend line around 0.088ish... and continue the steady assent once more... #cro #crofam 
No worried in the slightest, if anything the hype will…",https://twitter.com/NFTDigiart/status/1723766198678995257,2023-11-12T18:14:22.000Z,2023-11-12 18:14:22,['https://pbs.twimg.com/media/F-wLlOaWoAA-wqr?format=jpg&name=small'],[]
KhudheyN,1723781120641130751,"One of the major TV stations in Tanzania, #AzamTV, has reported on the PiNetwork meeting held in Tanzania today.
#Pioneers Let work together to complete our mission
#Web3    #PiCoin #Crypto #BlockChain #PiHackathon #Pi #GCV #X #cryptocurrency #BTC #NFT #DeFi #ETH #news",https://twitter.com/KhudheyN/status/1723781120641130751,2023-11-12T19:13:40.000Z,2023-11-12 19:13:40,[],['https://pbs.twimg.com/ext_tw_video_thumb/1723780636274540544/pu/img/SwxfTLzBASoD8lMt.jpg']
emma_nft_01,1723752425012473941,"Drop your NFT
We need 17 item's",https://twitter.com/emma_nft_01/status/1723752425012473941,2023-11-12T17:19:38.000Z,2023-11-12 17:19:38,[],[]
ELRicardoNFT,1723774443841810732,"Wow 1100 followers 

Let’s giveaway 1 $SOL for you 
And x5 WLs 

- follow @el_guardosnft 
- like & rt 
- send your SOL addy 

24H ",https://twitter.com/ELRicardoNFT/status/1723774443841810732,2023-11-12T18:47:08.000Z,2023-11-12 18:47:08,['https://pbs.twimg.com/media/F-wTt5MXwAAAKcf?format=jpg&name=small'],[]
tzalligator,1723775605504606676,Drop your #nft art,https://twitter.com/tzalligator/status/1723775605504606676,2023-11-12T18:51:45.000Z,2023-11-12 18:51:45,['https://pbs.twimg.com/media/F-wUxx_WcAA7lfX?format=jpg&name=small'],[]
Ragnamar_NFT,1723808240398385474,"Just bought my first @BoredApeSolClub 
Do Apes follow Apes? 
Let’s connect 
#BoredApe",https://twitter.com/Ragnamar_NFT/status/1723808240398385474,2023-11-12T21:01:25.000Z,2023-11-12 21:01:25,['https://pbs.twimg.com/media/F-wydP5WoAEYl9J?format=jpg&name=small'],[]
OrangutanNft__,1723787585687077031,"Tahui is giving away two initiation letters to celebrate our Majelis Adat. 

Steps to participate:
---
Follow @OrangutanNft__
Like & Retweet
Tag 3 friends
Join Majelis Adat: https://discord.gg/theactsoforangutan…
--- 
Enjoy your  
---
48hrs
--- 
#CNFTGiveaway #TAOOrangutan",https://twitter.com/OrangutanNft__/status/1723787585687077031,2023-11-12T19:39:21.000Z,2023-11-12 19:39:21,['https://pbs.twimg.com/media/F-wfjr2bAAAzC3k?format=jpg&name=small'],[]
stmdbnNFT,1723844288956572135,"This axie just sold for 400$! No, It is not a collectible, Not meta either. But it is max lvl in AXP.

So what is AXP and how can I level up my axie? ",https://twitter.com/stmdbnNFT/status/1723844288956572135,2023-11-12T23:24:40.000Z,2023-11-12 23:24:40,['https://pbs.twimg.com/media/F-xTBi4bUAAc7Xr?format=jpg&name=small'],[]
Cryptoking,1723765201089262013,"Which JPEG is best?!

(And do I add another or buy ____ #NFT)",https://twitter.com/Cryptoking/status/1723765201089262013,2023-11-12T18:10:24.000Z,2023-11-12 18:10:24,"['https://pbs.twimg.com/media/F-wLT3-bsAAsmby?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-wLT37bsAA-HPi?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-wLT4Aa4AAS0U_?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-wLT35aYAA69fo?format=jpg&name=360x360']",[]
YungBloodzNFT,1723752505736044597,"The latest 1/1 Yung Blood to come out of the shadows...

Power Vamp is here to save the day... or is he? 

He will be up for grabs in our upcoming P2E Game!

Celebrate giveaway
Follow  @YungBloodzNFT & @PowerZerps
LIKE & RT 
Tag some friends

48H",https://twitter.com/YungBloodzNFT/status/1723752505736044597,2023-11-12T17:19:57.000Z,2023-11-12 17:19:57,['https://pbs.twimg.com/media/F-v_wZUW4AEa_nb?format=jpg&name=small'],[]
betty_nft,1723818606625214762,"This sort of comment is why people feel scared to pursue self improvement, go to the gym in public, or talk about health journeys.

This comment doesn’t bother me at all (mostly because it is a terrible attempt at an insult and embarrassing for the person who wrote it ) but…",https://twitter.com/betty_nft/status/1723818606625214762,2023-11-12T21:42:37.000Z,2023-11-12 21:42:37,['https://pbs.twimg.com/media/F-w7yvPbEAAHxiY?format=jpg&name=900x900'],[]
mikethelion_nft,1723777761511104575,Drop your sunday NFT,https://twitter.com/mikethelion_nft/status/1723777761511104575,2023-11-12T19:00:19.000Z,2023-11-12 19:00:19,[],[]
oosagiNFT,1723787299685634126,"Each trait was meticulously crafted to reflect OOsagi’s spectrum of creativity, rebellion, and self-expression. So, what are our favorites?

@estherliangs: “The ocean waves eyes. I love the ocean from its colors, power, and mysteriousness. ‘Ocean’ is part of my Chinese name too.""",https://twitter.com/oosagiNFT/status/1723787299685634126,2023-11-12T19:38:13.000Z,2023-11-12 19:38:13,['https://pbs.twimg.com/media/F-wfLCVbMAAYegA?format=jpg&name=small'],[]
jpgstoreNFT,1723797372780593474,"Giveaway Day 13 #TwoYearsOfJPG 

Get lost in the metaverse with this @CornucopiasGame Custom Dome (~450 ADA) 

Like + RT 

To Enter 

All purchases and offers accepted between 12th Nov 8pm UTC and 13th Nov 4pm UTC will be entered. One entry per action! ",https://twitter.com/jpgstoreNFT/status/1723797372780593474,2023-11-12T20:18:14.000Z,2023-11-12 20:18:14,['https://pbs.twimg.com/media/F-wnOBiXQAAOqmr?format=jpg&name=small'],[]
NFT__Dude,1723799487104110676,"What’s the best NFT community to buy into right now? 

Don’t shill me garbage ",https://twitter.com/NFT__Dude/status/1723799487104110676,2023-11-12T20:26:39.000Z,2023-11-12 20:26:39,[],[]
AlphaWasHere,1723783992498172130,i need iptv metamask trust wallet hacked my account I got scammed by my sugardaddy i have no more funds and i got my nft instagram banned tiktok please help i got hacked on facebook i wish i had a iptv firestick because my amazon account didnt get hacked but my everything else di,https://twitter.com/AlphaWasHere/status/1723783992498172130,2023-11-12T19:25:04.000Z,2023-11-12 19:25:04,[],[]
NFT1nsight,1723800387495276983,The !CHIMP vibes don’t ever stop ,https://twitter.com/NFT1nsight/status/1723800387495276983,2023-11-12T20:30:13.000Z,2023-11-12 20:30:13,['https://pbs.twimg.com/media/F-wrUIpWcAAX7pW?format=jpg&name=small'],[]
BoDoggosNFT,1723767704790646820,"Welcome to all of the new BoDoggos holders that have joined The Bodega!

If you own a BoDoggo, comment yours below so we can follow you ",https://twitter.com/BoDoggosNFT/status/1723767704790646820,2023-11-12T18:20:21.000Z,2023-11-12 18:20:21,['https://pbs.twimg.com/media/F-wNX8_XUAAyXfq?format=jpg&name=small'],[]
dropNFT__,1723777727017238672,"DROP YOUR #NFT NOW, COLLECTORS MAYBE ARE LOOKING ",https://twitter.com/dropNFT__/status/1723777727017238672,2023-11-12T19:00:11.000Z,2023-11-12 19:00:11,[],[]
DestNft,1723787821780230652,"Whitelist contest for 50 spots
Ends in 24 hours 
 
1. Tag 3 friends
2. Like 
3. Retweet 

Collection: Cute Babies
Mint date: 11/14/2023 11:00AM EST on Children’s day
WL price: 0.015 ETH

Visit http://destnft.com for more details
#Whitelist
#nftart
#NFTLaunch",https://twitter.com/DestNft/status/1723787821780230652,2023-11-12T19:40:17.000Z,2023-11-12 19:40:17,[],[]
TonyNFT33,1723846305334665576,"Last year 12th of November 2022
I bought my first Degod as a trader
It was a great year, I did more than 800 trades!
I made move from 3650$ to 300k$+ for 12 months traded only Degods/y00ts/Dust
Degods really changed my life and I am forever in Defam
Let's do it again!
Happy…",https://twitter.com/TonyNFT33/status/1723846305334665576,2023-11-12T23:32:41.000Z,2023-11-12 23:32:41,['https://pbs.twimg.com/media/F-xUvZ5W0AATPwj?format=jpg&name=small'],[]
NFTGalIery,1723747520084423072,Drop #NFT + RT + FOLLOW = Find your #NFTCollector ,https://twitter.com/NFTGalIery/status/1723747520084423072,2023-11-12T17:00:09.000Z,2023-11-12 17:00:09,[],[]
AlphaWasHere,1723784406312296622,i need iptv metamask trust wallet hacked my account I got scammed by my sugardaddy i have no more funds and i got my nft instagram banned tiktok please help i got hacked on facebook i wish i had a iptv firestick because my amazon account didnt get hacked but my everything else d1,https://twitter.com/AlphaWasHere/status/1723784406312296622,2023-11-12T19:26:43.000Z,2023-11-12 19:26:43,[],[]
eraverseNFT,1723837413473075332,"Limited FCFS & Whitelist spots are going fast!

What're you waiting for? 

[http://discord.gg/eraverse]",https://twitter.com/eraverseNFT/status/1723837413473075332,2023-11-12T22:57:21.000Z,2023-11-12 22:57:21,['https://pbs.twimg.com/media/F-xEaZHW4AAmedG?format=jpg&name=small'],[]
SharkClubNft,1723794819980448110,"Great art has been our priority from the beginning and we're committed to repping @solana with the highest quality.

Every trait is crafted with passion by a world class artist and we cant wait to make Sharks the face of #Solana . 
#sharks #NFTCommunity #SolanaNFTs…",https://twitter.com/SharkClubNft/status/1723794819980448110,2023-11-12T20:08:06.000Z,2023-11-12 20:08:06,['https://pbs.twimg.com/media/F-wmPIAXAAEZEXE?format=jpg&name=small'],[]
ch0pch0pNFT,1723747278576615749,"Enter the creative world of ch0pch0p 

Featuring ""0"" by ch0pch0p, we celebrate freedom of expression and authenticity ",https://twitter.com/ch0pch0pNFT/status/1723747278576615749,2023-11-12T16:59:11.000Z,2023-11-12 16:59:11,['https://pbs.twimg.com/media/F-v7A1jakAAUCJy?format=jpg&name=small'],[]
AlturaNFT,1723818013101625746,Ready to build ,https://twitter.com/AlturaNFT/status/1723818013101625746,2023-11-12T21:40:15.000Z,2023-11-12 21:40:15,"['https://pbs.twimg.com/media/F-wtY1BWoAAPgKG?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F-wtmQ1WIAAXOUW?format=png&name=small']",[]
8R4NDO,1723760505809203534,"Making someone a ROTA by @ATSNFT holder! 
 Like, RT 
 Comment #ApeSpaces
 Set a Reminder Below 

48 HRS! ",https://twitter.com/8R4NDO/status/1723760505809203534,2023-11-12T17:51:45.000Z,2023-11-12 17:51:45,[],[]
Boss_Mint_WL,1723780701604999290,Drop your #NFT . I am looking for something ,https://twitter.com/Boss_Mint_WL/status/1723780701604999290,2023-11-12T19:12:00.000Z,2023-11-12 19:12:00,[],[]
SkullClubNFT,1723839686387310597,"We delivered more than 99% of #Solana projects
 
Live reward events on camera 
$70k back to holders (70% mint funds)
Free-to-play P2E game 
Founder took zero from mint 

Still going after nearly 2 years. 

MAKING GEN 2 FREE FOR GEN 1 HOLDERS. 

SKULLCLUB WILL NEVER DIE 

#SOLANA",https://twitter.com/SkullClubNFT/status/1723839686387310597,2023-11-12T23:06:23.000Z,2023-11-12 23:06:23,[],[]
p3shky,1723787652477133216," ANOMALY A.I. - NFT GIVEAWAY  

I'm giving away this awesome #ANOMALYAI NFT to celebrate @starimartist's incredible collection! 

To Enter:
- Follow @p3shky and @Bridge3Labs 
- Like, Repost, and Tag 3 Frens!
- Comment what you like most about the art!
24 hours!",https://twitter.com/p3shky/status/1723787652477133216,2023-11-12T19:39:37.000Z,2023-11-12 19:39:37,['https://pbs.twimg.com/media/F-wdyKHaUAAwfOn?format=jpg&name=900x900'],[]
lotta_NFT,1723821279361323455,"Drooping 0.18 $ETH into 5 random wallets

RT +  + Follow",https://twitter.com/lotta_NFT/status/1723821279361323455,2023-11-12T21:53:14.000Z,2023-11-12 21:53:14,[],[]
fawnarts_nft,1723797580100903116,"GOOD NIGHT MY FRIENDS

This weekend I really rested and didn’t draw  but I stocked up on strength and inspiration for the next working week 

And I also updated my PFP 
#NFTfam #nftarti̇st",https://twitter.com/fawnarts_nft/status/1723797580100903116,2023-11-12T20:19:04.000Z,2023-11-12 20:19:04,['https://pbs.twimg.com/media/F-wowaLXoAA5FzH?format=jpg&name=small'],[]
TAICHItaichiNFT,1723835050188509620,"Share your NFT 1/1 art

                
 drop       repost
  ",https://twitter.com/TAICHItaichiNFT/status/1723835050188509620,2023-11-12T22:47:57.000Z,2023-11-12 22:47:57,[],[]
camolNFT,1723789526504448269,"Haven’t played Fortnite since Season 1 

Is it time to come back ",https://twitter.com/camolNFT/status/1723789526504448269,2023-11-12T19:47:04.000Z,2023-11-12 19:47:04,['https://pbs.twimg.com/media/F-whcCFXEAAFtfz?format=jpg&name=small'],[]
gooral19,1723761435837190389,"Giveaway!
Requirements to enter:
1. Follow
2. Retweet
3. Like
The winner will be announced on November 20.

#SorareGiveaway #Giveaway #Giveaways #Sorare #GiveawayAlert #Concours #Sorare #NFTGiveaway #CryptoGiveaway #NFTsales #nftcollectors #NFT #NFTsales #NFTs #NFTCommunity #NFT…",https://twitter.com/gooral19/status/1723761435837190389,2023-11-12T17:55:26.000Z,2023-11-12 17:55:26,['https://pbs.twimg.com/media/F-wH4VjXkAA0e5O?format=jpg&name=900x900'],[]
BroHallaNFT,1723795035416670685,"Happy Sunday Bros & Sis'. 

Another week another reward sharing.
Over $3,000 is being distributed among stakers.

$5,500 has been shared in this month alone. ",https://twitter.com/BroHallaNFT/status/1723795035416670685,2023-11-12T20:08:57.000Z,2023-11-12 20:08:57,['https://pbs.twimg.com/media/F-wkulvWAAAF237?format=png&name=small'],[]
Enthusiasm_NFT,1723793618211643444,"Decided to go on a trip! Taking care of my mental health 

What you up to?",https://twitter.com/Enthusiasm_NFT/status/1723793618211643444,2023-11-12T20:03:19.000Z,2023-11-12 20:03:19,[],[]
MookieNFT,1723748886643122672,"The best way to be happy:

• Just be yourself
• Follow your heart
• Focus on the good
• Cherish your loved ones
• Don’t sweat the small stuff
• Be thankful for what you have
• Don’t let anyone steal your joy

→ Life only comes around once,so do whatever makes u happy ",https://twitter.com/MookieNFT/status/1723748886643122672,2023-11-12T17:05:34.000Z,2023-11-12 17:05:34,[],[]
THEDALE_,1723808890083504628,"DROP your art
I need something unique

#TheDale <== the best place to find amazing NFT art 

thanks to all the amazing artists that use this hashtag 
It’s become an amazing collection art tool check for yourself ",https://twitter.com/THEDALE_/status/1723808890083504628,2023-11-12T21:04:00.000Z,2023-11-12 21:04:00,[],[]
Boss_Mint_WL,1723849152906576346," #NFT GIVEAWAY
 5 Free NFT （1.35ETH）
 15 $SOL  

To win:
Follow @Boss_mint_wl
 Like  & Retweet 
 Tag some firend

 24 hrs

#NFT #Giveaway #NFTCommunity #nfts #Mint #ETH #SolanaNFT #Solana",https://twitter.com/Boss_Mint_WL/status/1723849152906576346,2023-11-12T23:44:00.000Z,2023-11-12 23:44:00,['https://pbs.twimg.com/media/F-bDogtbQAAJtNi?format=jpg&name=small'],[]
vewqasr,1723787529130787136,recently i noticed that my nft got stolen by my sugardaddy and my iptv stopped working cause it got hacked like my instagram got hacked and i need iptv firestick so i can watch marvel + my metamask wallet got banned so now im broke please help @Blakiely @Coybua @vewwwwwwww Plz :3,https://twitter.com/vewqasr/status/1723787529130787136,2023-11-12T19:39:08.000Z,2023-11-12 19:39:08,[],[]
MememoneyOk,1723757852441883076,"Upon life's canvas wide, a collection blooms,
Each piece unique, in essence it looms.
Like stars in the night, with a pure radiance,
A universe of singularity, in each, an allure.

#bitmap #oridnals #NFT #Bitcoin #NFTs #WEB3 #crypto #BTC #Binance #bitmappunks",https://twitter.com/MememoneyOk/status/1723757852441883076,2023-11-12T17:41:12.000Z,2023-11-12 17:41:12,[],['https://pbs.twimg.com/ext_tw_video_thumb/1723757322604892160/pu/img/0LsINhfwZ4qho5v5.jpg']
StupidosNFT,1723838629036847496,"Burn 2 mint?

Farm 2 earn?

Season 2 coming soon…",https://twitter.com/StupidosNFT/status/1723838629036847496,2023-11-12T23:02:11.000Z,2023-11-12 23:02:11,[],[]
gmoneyNFT,1723749265988522453,"Grateful for 6 years sober today.

What are you grateful for?

#SundayGratitude",https://twitter.com/gmoneyNFT/status/1723749265988522453,2023-11-12T17:07:05.000Z,2023-11-12 17:07:05,[],[]
ManaMoonNFT,1723822984450937311,Reply with ETH address not lasting long,https://twitter.com/ManaMoonNFT/status/1723822984450937311,2023-11-12T22:00:01.000Z,2023-11-12 22:00:01,[],[]
nftfreaks,1723801311966044198,"DAILY ART DUMP 

NO LINKS - NO TEXT -> PHOTO/VIDEO/GIF 

This time I will block you instantly because you can't even read a tweet! 

MUST FOLLOW FOR A FEATURE 

This is for both artist and collectors to find you #cryptoart
#nft #art #crypto",https://twitter.com/nftfreaks/status/1723801311966044198,2023-11-12T20:33:54.000Z,2023-11-12 20:33:54,[],[]
leonardnftpage,1723751358958883312,"GIVEAWAY
1 $SOL 

Must , Retweet / LIKE <3 + Follow 
@leonardnftpage @ElectroExtant 
 TAG SOMEONE BELOW 
 HANDPICKED in REPLYS 

24 Hr. #Solana #Crypto #ETH #NFT",https://twitter.com/leonardnftpage/status/1723751358958883312,2023-11-12T17:15:24.000Z,2023-11-12 17:15:24,['https://pbs.twimg.com/media/F-v-uWdXcAAhcZU?format=jpg&name=small'],[]
monzaNFT,1723812345745428535,"Did you know you can now log-in to @beepopula via @MetaMask 
#NEARisNOW #NEARistheBOS #Metamask",https://twitter.com/monzaNFT/status/1723812345745428535,2023-11-12T21:17:44.000Z,2023-11-12 21:17:44,['https://pbs.twimg.com/media/F-w1OdLXsAA535D?format=png&name=small'],[]
Ervinnft,1723791019463045252,"$600 in $SOL
5 FREE NFT ( 2.5ETH)

To enter :
 Follow  @ErvinNFT
 Like & RT
Tag 2 nft friend

#NFTGiveaway #opensea #NFTs #NFTproject #nftcollector #SolanaNFTs #Solana",https://twitter.com/Ervinnft/status/1723791019463045252,2023-11-12T19:53:00.000Z,2023-11-12 19:53:00,['https://pbs.twimg.com/media/F-Pt2CHaQAAo3S-?format=jpg&name=small'],[]
SkullClubNFT,1723829155928633656,"We never left. 

But we're actually fucking back. 

Gen 2 is so close, Skullies! 

#Solana",https://twitter.com/SkullClubNFT/status/1723829155928633656,2023-11-12T22:24:32.000Z,2023-11-12 22:24:32,[],[]
CyberFrogsNFT,1723784669865341344,"Cats outta the bag

Welcome our first official #ETH partners @TheMcY00ts and @MickeyDegods to @TAPfintech
",https://twitter.com/CyberFrogsNFT/status/1723784669865341344,2023-11-12T19:27:46.000Z,2023-11-12 19:27:46,[],['https://pbs.twimg.com/ext_tw_video_thumb/1723774941923876865/pu/img/WbcoJasZvPPqMBv8.jpg']
NFTMummy98,1723760187985572317,"GM World 

No Saucy Sunday today , celebrating the wifey’s birthday 

Happy 26th babygirl 
@NFTnevv",https://twitter.com/NFTMummy98/status/1723760187985572317,2023-11-12T17:50:29.000Z,2023-11-12 17:50:29,['https://pbs.twimg.com/media/F-wGwFvWcAAbnyP?format=jpg&name=small'],[]
CamelsNFT,1723755866870989193,"GM Everyone 

Another preview of Camel 3D
#CamelsNFT ",https://twitter.com/CamelsNFT/status/1723755866870989193,2023-11-12T17:33:19.000Z,2023-11-12 17:33:19,['https://pbs.twimg.com/media/F-wCsKPWoAA7Xza?format=jpg&name=small'],[]
Ref92235Display,1723792457005957410,"Good night! Thank you all for your support 

NEW DROP

The Heart of Steampunk
Collection A Steampunk Fantasy
#objkt

1/1, 1 XTZ

#NFT
#steampunk
#Sunday
#NFTCollection
#NFTCommunity",https://twitter.com/Ref92235Display/status/1723792457005957410,2023-11-12T19:58:42.000Z,2023-11-12 19:58:42,['https://pbs.twimg.com/media/F-wkCnQWMAAGd3f?format=jpg&name=small'],[]
ailurophiles11,1723825091048308950,Just grabbed my first @bombaznft had to get a gold hoody because they look so  can’t wait to get my ordinal and the P2E game coming soon! #Solana #BOOM #MNFST #NFT,https://twitter.com/ailurophiles11/status/1723825091048308950,2023-11-12T22:08:23.000Z,2023-11-12 22:08:23,['https://pbs.twimg.com/media/F-xByCIXYAATwtj?format=jpg&name=small'],[]
CryptoVonDoom,1723787669509902681,"IDK, I don’ think I’ve been this excited about a new NFT project in a while. 
@Sofa_NFT bags packed.
3 Tier 1’s
1 Tier 2 
1 Tier 3

Comfy but would like 5 more.",https://twitter.com/CryptoVonDoom/status/1723787669509902681,2023-11-12T19:39:41.000Z,2023-11-12 19:39:41,['https://pbs.twimg.com/media/F-wfvrnWYAA2sp4?format=jpg&name=small'],[]
